
0.67 0.597728
0.68 0.567151
0.69 0.537773
0.7 0.509536
0.71 0.482381
0.72 0.456256
0.73 0.431111
0.74 0.406899
0.75 0.383576
0.76 0.361101
0.77 0.339435
0.78 0.31854
0.79 0.298383
0.8 0.278929
0.81 0.260149
0.82 0.242013
0.83 0.224493
0.84 0.207564
0.85 0.191199
0.86 0.175375
0.87 0.160071
0.88 0.145265
0.89 0.130937
0.9 0.117067
0.91 0.103638
0.92 0.0906322
0.93 0.078033
0.94 0.0658249
0.95 0.0539929
0.96 0.0425229
0.97 0.0314012
0.98 0.020615
0.99 0.0101519
1 0


0 inf
0.01 46.0517
0.02 27.6622
0.03 20.2451
0.04 16.0944
0.05 13.3973
0.06 11.4857
0.07 10.0511
0.08 8.9298
0.09 8.02649
0.1 7.28141
0.11 6.65518
0.12 6.12067
0.13 5.65855
0.14 5.25466
0.15 4.89834
0.16 4.58145
0.17 4.29763
0.18 4.04182
0.19 3.80998
0.2 3.59881
0.21 3.40561
0.22 3.22813
0.23 3.06449
0.24 2.91309
0.25 2.77259
0.26 2.64183
0.27 2.51981
0.28 2.40568
0.29 2.29867
0.3 2.19814
0.31 2.10351
0.32 2.01425
0.33 1.92993
0.34 1.85014
0.35 1.77452
0.36 1.70275
0.37 1.63454
0.38 1.56963
0.39 1.50778
0.4 1.44878
0.41 1.39244
0.42 1.33858
0.43 1.28704
0.44 1.23767
0.45 1.19034
0.46 1.14493
0.47 1.10131
0.48 1.05939
0.49 1.01907
0.5 0.980258
0.51 0.942871
0.52 0.906833
0.53 0.872072
0.54 0.838523
0.55 0.806123
0.56 0.774815
0.57 0.744545
0.58 0.715262
0.59 0.686919
0.6 0.659473
0.61 0.632882
0.62 0.607106
0.63 0.58211
0.64 0.557859
0.65 0.53432
0.66 0.511464
0.67 0.489261
0.68 0.467684
0.69 0.446708
0.7 0.426308
0.71 0.406461
0.72 0.387146
0.73 0.368341
0.74 0.350028
0.75 0.332187
0.76 0.314801
0.77 0.297853
0.78 0.281327
0.79 0.265208
0.8 0.249482
0.81 0.234134
0.82 0.219152
0.83 0.204523
0.84 0.190235
0.85 0.176277
0.86 0.162637
0.87 0.149305
0.88 0.136271
0.89 0.123526
0.9 0.11106
0.91 0.0988645
0.92 0.0869313
0.93 0.0752523
0.94 0.0638196
0.95 0.0526258
0.96 0.0416638
0.97 0.0309266
0.98 0.0204078
0.99 0.010101
1 0


0 inf
0.01 4.60517
0.02 3.91202
0.03 3.50656
0.04 3.21888
0.05 2.99573
0.06 2.81341
0.07 2.65926
0.08 2.52573
0.09 2.40795
0.1 2.30259
0.11 2.20727
0.12 2.12026
0.13 2.04022
0.14 1.96611
0.15 1.89712
0.16 1.83258
0.17 1.77196
0.18 1.7148
0.19 1.66073
0.2 1.60944
0.21 1.56065
0.22 1.51413
0.23 1.46968
0.24 1.42712
0.25 1.38629
0.26 1.34707
0.27 1.30933
0.28 1.27297
0.29 1.23787
0.3 1.20397
0.31 1.17118
0.32 1.13943
0.33 1.10866
0.34 1.07881
0.35 1.04982
0.36 1.02165
0.37 0.994252
0.38 0.967584
0.39 0.941609
0.4 0.916291
0.41 0.891598
0.42 0.867501
0.43 0.84397
0.44 0.820981
0.45 0.798508
0.46 0.776529
0.47 0.755023
0.48 0.733969
0.49 0.71335
0.5 0.693147
0.51 0.673345
0.52 0.653926
0.53 0.634878
0.54 0.616186
0.55 0.597837
0.56 0.579818
0.57 0.562119
0.58 0.544727
0.59 0.527633
0.6 0.510826
0.61 0.494296
0.62 0.478036
0.63 0.462035
0.64 0.446287
0.65 0.430783
0.66 0.415515
0.67 0.400478
0.68 0.385662
0.69 0.371064
0.7 0.356675
0.71 0.34249
0.72 0.328504
0.73 0.314711
0.74 0.301105
0.75 0.287682
0.76 0.274437
0.77 0.261365
0.78 0.248461
0.79 0.235722
0.8 0.223144
0.81 0.210721
0.82 0.198451
0.83 0.18633
0.84 0.174353
0.85 0.162519
0.86 0.150823
0.87 0.139262
0.88 0.127833
0.89 0.116534
0.9 0.105361
0.91 0.0943107
0.92 0.0833816
0.93 0.0725707
0.94 0.0618754
0.95 0.0512933
0.96 0.040822
0.97 0.0304592
0.98 0.0202027
0.99 0.0100503
1 0


0 nan
0.01 0.460517
0.02 0.553244
0.03 0.607354
0.04 0.643775
0.05 0.669866
0.06 0.689142
0.07 0.703574
0.08 0.714384
0.09 0.722384
0.1 0.728141
0.11 0.73207
0.12 0.734481
0.13 0.735612
0.14 0.735652
0.15 0.734751
0.16 0.733033
0.17 0.730597
0.18 0.727527
0.19 0.723896
0.2 0.719763
0.21 0.715179
0.22 0.710189
0.23 0.704832
0.24 0.699141
0.25 0.693147
0.26 0.686875
0.27 0.68035
0.28 0.67359
0.29 0.666616
0.3 0.659443
0.31 0.652087
0.32 0.644561
0.33 0.636878
0.34 0.629049
0.35 0.621083
0.36 0.612991
0.37 0.60478
0.38 0.596459
0.39 0.588034
0.4 0.579513
0.41 0.570901
0.42 0.562205
0.43 0.553428
0.44 0.544577
0.45 0.535655
0.46 0.526667
0.47 0.517617
0.48 0.508509
0.49 0.499345
0.5 0.490129
0.51 0.480864
0.52 0.471553
0.53 0.462198
0.54 0.452802
0.55 0.443368
0.56 0.433896
0.57 0.42439
0.58 0.414852
0.59 0.405282
0.6 0.395684
0.61 0.386058
0.62 0.376406
0.63 0.366729
0.64 0.35703
0.65 0.347308
0.66 0.337566
0.67 0.327805
0.68 0.318025
0.69 0.308229
0.7 0.298416
0.71 0.288587
0.72 0.278745
0.73 0.268889
0.74 0.25902
0.75 0.24914
0.76 0.239248
0.77 0.229347
0.78 0.219435
0.79 0.209515
0.8 0.199586
0.81 0.189649
0.82 0.179705
0.83 0.169754
0.84 0.159798
0.85 0.149835
0.86 0.139867
0.87 0.129895
0.88 0.119918
0.89 0.109938
0.9 0.0999538
0.91 0.0899667
0.92 0.0799768
0.93 0.0699846
0.94 0.0599904
0.95 0.0499945
0.96 0.0399972
0.97 0.0299988
0.98 0.0199997
0.99 0.00999996
1 0


0 nan
0.01 0.0460517
0.02 0.0782405
0.03 0.105197
0.04 0.128755
0.05 0.149787
0.06 0.168805
0.07 0.186148
0.08 0.202058
0.09 0.216715
0.1 0.230259
0.11 0.2428
0.12 0.254432
0.13 0.265229
0.14 0.275256
0.15 0.284568
0.16 0.293213
0.17 0.301233
0.18 0.308664
0.19 0.315539
0.2 0.321888
0.21 0.327736
0.22 0.333108
0.23 0.338025
0.24 0.342508
0.25 0.346574
0.26 0.350239
0.27 0.35352
0.28 0.35643
0.29 0.358984
0.3 0.361192
0.31 0.363067
0.32 0.364619
0.33 0.365859
0.34 0.366795
0.35 0.367438
0.36 0.367794
0.37 0.367873
0.38 0.367682
0.39 0.367227
0.4 0.366516
0.41 0.365555
0.42 0.36435
0.43 0.362907
0.44 0.361231
0.45 0.359328
0.46 0.357203
0.47 0.354861
0.48 0.352305
0.49 0.349541
0.5 0.346574
0.51 0.343406
0.52 0.340042
0.53 0.336485
0.54 0.332741
0.55 0.32881
0.56 0.324698
0.57 0.320408
0.58 0.315942
0.59 0.311303
0.6 0.306495
0.61 0.301521
0.62 0.296382
0.63 0.291082
0.64 0.285624
0.65 0.280009
0.66 0.27424
0.67 0.26832
0.68 0.26225
0.69 0.256034
0.7 0.249672
0.71 0.243168
0.72 0.236523
0.73 0.229739
0.74 0.222818
0.75 0.215762
0.76 0.208572
0.77 0.201251
0.78 0.1938
0.79 0.186221
0.8 0.178515
0.81 0.170684
0.82 0.16273
0.83 0.154654
0.84 0.146457
0.85 0.138141
0.86 0.129708
0.87 0.121158
0.88 0.112493
0.89 0.103715
0.9 0.0948245
0.91 0.0858227
0.92 0.0767111
0.93 0.0674907
0.94 0.0581629
0.95 0.0487286
0.96 0.0391891
0.97 0.0295454
0.98 0.0197987
0.99 0.00994983
1 0


0 nan
0.01 0.000460517
0.02 0.00156481
0.03 0.0031559
0.04 0.0051502
0.05 0.00748933
0.06 0.0101283
0.07 0.0130304
0.08 0.0161647
0.09 0.0195044
0.1 0.0230259
0.11 0.026708
0.12 0.0305318
0.13 0.0344797
0.14 0.0385358
0.15 0.0426852
0.16 0.0469141
0.17 0.0512096
0.18 0.0555595
0.19 0.0599524
0.2 0.0643775
0.21 0.0688246
0.22 0.0732838
0.23 0.0777459
0.24 0.0822019
0.25 0.0866434
0.26 0.0910622
0.27 0.0954504
0.28 0.0998005
0.29 0.104105
0.3 0.108358
0.31 0.112551
0.32 0.116678
0.33 0.120733
0.34 0.12471
0.35 0.128603
0.36 0.132406
0.37 0.136113
0.38 0.139719
0.39 0.143219
0.4 0.146607
0.41 0.149878
0.42 0.153027
0.43 0.15605
0.44 0.158942
0.45 0.161698
0.46 0.164313
0.47 0.166784
0.48 0.169106
0.49 0.171275
0.5 0.173287
0.51 0.175137
0.52 0.176822
0.53 0.178337
0.54 0.17968
0.55 0.180846
0.56 0.181831
0.57 0.182632
0.58 0.183246
0.59 0.183669
0.6 0.183897
0.61 0.183928
0.62 0.183757
0.63 0.183382
0.64 0.182799
0.65 0.182006
0.66 0.180999
0.67 0.179774
0.68 0.17833
0.69 0.176663
0.7 0.174771
0.71 0.172649
0.72 0.170297
0.73 0.167709
0.74 0.164885
0.75 0.161821
0.76 0.158515
0.77 0.154963
0.78 0.151164
0.79 0.147114
0.8 0.142812
0.81 0.138254
0.82 0.133438
0.83 0.128362
0.84 0.123024
0.85 0.11742
0.86 0.111549
0.87 0.105407
0.88 0.0989942
0.89 0.0923064
0.9 0.085342
0.91 0.0780987
0.92 0.0705742
0.93 0.0627664
0.94 0.0546731
0.95 0.0462922
0.96 0.0376216
0.97 0.0286591
0.98 0.0194027
0.99 0.00985033
1 0


0 nan
0.01 4.60517e-06
0.02 3.12962e-05
0.03 9.46771e-05
0.04 0.000206008
0.05 0.000374467
0.06 0.000607697
0.07 0.000912126
0.08 0.00129317
0.09 0.00175539
0.1 0.00230259
0.11 0.00293788
0.12 0.00366382
0.13 0.00448237
0.14 0.00539501
0.15 0.00640278
0.16 0.00750625
0.17 0.00870562
0.18 0.0100007
0.19 0.011391
0.2 0.0128755
0.21 0.0144532
0.22 0.0161224
0.23 0.0178815
0.24 0.0197285
0.25 0.0216608
0.26 0.0236762
0.27 0.0257716
0.28 0.0279441
0.29 0.0301905
0.3 0.0325073
0.31 0.0348907
0.32 0.037337
0.33 0.039842
0.34 0.0424015
0.35 0.0450111
0.36 0.0476662
0.37 0.0503619
0.38 0.0530933
0.39 0.0558553
0.4 0.0586426
0.41 0.0614498
0.42 0.0642714
0.43 0.0671015
0.44 0.0699344
0.45 0.072764
0.46 0.0755842
0.47 0.0783887
0.48 0.0811711
0.49 0.0839249
0.5 0.0866434
0.51 0.0893198
0.52 0.0919473
0.53 0.0945188
0.54 0.0970271
0.55 0.0994651
0.56 0.101825
0.57 0.1041
0.58 0.106283
0.59 0.108365
0.6 0.110338
0.61 0.112196
0.62 0.113929
0.63 0.115531
0.64 0.116991
0.65 0.118304
0.66 0.119459
0.67 0.120449
0.68 0.121265
0.69 0.121898
0.7 0.12234
0.71 0.122581
0.72 0.122613
0.73 0.122428
0.74 0.122015
0.75 0.121366
0.76 0.120471
0.77 0.119322
0.78 0.117908
0.79 0.11622
0.8 0.114249
0.81 0.111986
0.82 0.109419
0.83 0.106541
0.84 0.10334
0.85 0.0998069
0.86 0.0959318
0.87 0.0917045
0.88 0.0871149
0.89 0.0821527
0.9 0.0768078
0.91 0.0710698
0.92 0.0649283
0.93 0.0583727
0.94 0.0513927
0.95 0.0439776
0.96 0.0361167
0.97 0.0277993
0.98 0.0190146
0.99 0.00975183
1 0


