
0 inf
0.01 46051.7
0.02 9780.06
0.03 3896.18
0.04 2011.8
0.05 1198.29
0.06 781.503
0.07 542.706
0.08 394.645
0.09 297.277
0.1 230.259
0.11 182.419
0.12 147.241
0.13 120.723
0.14 100.312
0.15 84.3164
0.16 71.5852
0.17 61.3134
0.18 52.9259
0.19 46.0036
0.2 40.2359
0.21 35.3888
0.22 31.2836
0.23 27.7822
0.24 24.7763
0.25 22.1807
0.26 19.9271
0.27 17.9607
0.28 16.2368
0.29 14.7191
0.3 13.3775
0.31 12.1871
0.32 11.1273
0.33 10.1806
0.34 9.33226
0.35 8.56998
0.36 7.88311
0.37 7.26262
0.38 6.70072
0.39 6.19072
0.4 5.72682
0.41 5.30397
0.42 4.9178
0.43 4.56447
0.44 4.2406
0.45 3.94325
0.46 3.6698
0.47 3.41794
0.48 3.18563
0.49 2.97105
0.5 2.77259
0.51 2.58879
0.52 2.41837
0.53 2.26016
0.54 2.11312
0.55 1.97632
0.56 1.84891
0.57 1.73013
0.58 1.61928
0.59 1.51575
0.6 1.41896
0.61 1.3284
0.62 1.24359
0.63 1.16411
0.64 1.08957
0.65 1.0196
0.66 0.953892
0.67 0.892131
0.68 0.834045
0.69 0.779382
0.7 0.727908
0.71 0.679409
0.72 0.633688
0.73 0.590562
0.74 0.549863
0.75 0.511435
0.76 0.475133
0.77 0.440824
0.78 0.408385
0.79 0.3777
0.8 0.348662
0.81 0.321172
0.82 0.295138
0.83 0.270474
0.84 0.247099
0.85 0.22494
0.86 0.203925
0.87 0.18399
0.88 0.165074
0.89 0.14712
0.9 0.130075
0.91 0.113888
0.92 0.0985132
0.93 0.0839065
0.94 0.0700265
0.95 0.0568347
0.96 0.0442947
0.97 0.0323724
0.98 0.0210357
0.99 0.0102544
1 0


0 inf
0.01 460.517
0.02 195.601
0.03 116.885
0.04 80.4719
0.05 59.9146
0.06 46.8902
0.07 37.9894
0.08 31.5716
0.09 26.755
0.1 23.0259
0.11 20.0661
0.12 17.6689
0.13 15.694
0.14 14.0437
0.15 12.6475
0.16 11.4536
0.17 10.4233
0.18 9.52666
0.19 8.74069
0.2 8.04719
0.21 7.43166
0.22 6.8824
0.23 6.3899
0.24 5.94632
0.25 5.54518
0.26 5.18105
0.27 4.84938
0.28 4.54631
0.29 4.26853
0.3 4.01324
0.31 3.77801
0.32 3.56073
0.33 3.35958
0.34 3.17297
0.35 2.99949
0.36 2.83792
0.37 2.68717
0.38 2.54627
0.39 2.41438
0.4 2.29073
0.41 2.17463
0.42 2.06548
0.43 1.96272
0.44 1.86586
0.45 1.77446
0.46 1.68811
0.47 1.60643
0.48 1.5291
0.49 1.45582
0.5 1.38629
0.51 1.32028
0.52 1.25755
0.53 1.19788
0.54 1.14109
0.55 1.08698
0.56 1.03539
0.57 0.986174
0.58 0.939185
0.59 0.894293
0.6 0.851376
0.61 0.810322
0.62 0.771025
0.63 0.73339
0.64 0.697324
0.65 0.662743
0.66 0.629569
