    1.7600    -0.1524     0.8376    -0.9273    -0.4055
    1.7700    -0.1617     0.8335    -0.9239    -0.4187
    1.7800    -0.1709     0.8292    -0.9202    -0.4319
    1.7900    -0.1801     0.8248    -0.9164    -0.4452
    1.8000    -0.1892     0.8203    -0.9124    -0.4585
    1.8100    -0.1983     0.8157    -0.9082    -0.4718
    1.8200    -0.2074     0.8109    -0.9039    -0.4851
    1.8300    -0.2164     0.8060    -0.8993    -0.4985
    1.8400    -0.2254     0.8009    -0.8946    -0.5119
    1.8500    -0.2343     0.7957    -0.8897    -0.5253
    1.8600    -0.2432     0.7904    -0.8846    -0.5387
    1.8700    -0.2520     0.7850    -0.8793    -0.5522
    1.8800    -0.2607     0.7794    -0.8738    -0.5656
    1.8900    -0.2695     0.7736    -0.8682    -0.5791
    1.9000    -0.2781     0.7678    -0.8623    -0.5926
    1.9100    -0.2867     0.7618    -0.8562    -0.6062
    1.9200    -0.2952     0.7557    -0.8500    -0.6197
    1.9300    -0.3037     0.7494    -0.8435    -0.6332
    1.9400    -0.3121     0.7430    -0.8368    -0.6468
    1.9500    -0.3204     0.7365    -0.8299    -0.6603
    1.9600    -0.3287     0.7298    -0.8227    -0.6739
    1.9700    -0.3369     0.7230    -0.8154    -0.6875
    1.9800    -0.3450     0.7160    -0.8078    -0.7010
    1.9900    -0.3530     0.7090    -0.8000    -0.7146
    2.0000    -0.3610     0.7017    -0.7920    -0.7282
    2.0100    -0.3689     0.6944    -0.7837    -0.7417
    2.0200    -0.3767     0.6869    -0.7752    -0.7553
    2.0300    -0.3844     0.6793    -0.7665    -0.7688
    2.0400    -0.3920     0.6715    -0.7575    -0.7823
    2.0500    -0.3995     0.6636    -0.7483    -0.7958
    2.0600    -0.4070     0.6556    -0.7388    -0.8093
    2.0700    -0.4143     0.6475    -0.7291    -0.8227
    2.0800    -0.4216     0.6392    -0.7191    -0.8362
    2.0900    -0.4287     0.6307    -0.7089    -0.8495
    2.1000    -0.4357     0.6222    -0.6984    -0.8629
    2.1100    -0.4427     0.6135    -0.6876    -0.8762
    2.1200    -0.4495     0.6047    -0.6765    -0.8895
    2.1300    -0.4562     0.5957    -0.6652    -0.9027
    2.1400    -0.4628     0.5866    -0.6536    -0.9159
    2.1500    -0.4693     0.5774    -0.6417    -0.9290
    2.1600    -0.4756     0.5680    -0.6295    -0.9421
    2.1700    -0.4818     0.5585    -0.6170    -0.9551
    2.1800    -0.4880     0.5489    -0.6043    -0.9680
    2.1900    -0.4939     0.5392    -0.5912    -0.9809
    2.2000    -0.4998     0.5293    -0.5778    -0.9937
    2.2100    -0.5055     0.5193    -0.5641    -1.0064
    2.2200    -0.5111     0.5092    -0.5501    -1.0189
    2.2300    -0.5165     0.4989    -0.5358    -1.0314
    2.2400    -0.5218     0.4885    -0.5211    -1.0438
    2.2500    -0.5269     0.4780    -0.5061    -1.0561
    2.2600    -0.5319     0.4674    -0.4908    -1.0683
    2.2700    -0.5367     0.4567    -0.4752    -1.0803
    2.2800    -0.5414     0.4458    -0.4592    -1.0922
    2.2900    -0.5459     0.4348    -0.4428    -1.1040
    2.3000    -0.5502     0.4237    -0.4262    -1.1156
    2.3100    -0.5544     0.4125    -0.4091    -1.1271
    2.3200    -0.5584     0.4012    -0.3917    -1.1384
    2.3300    -0.5623     0.3898    -0.3740    -1.1495
    2.3400    -0.5659     0.3782    -0.3558    -1.1604
    2.3500    -0.5694     0.3665    -0.3373    -1.1712
    2.3600    -0.5726     0.3548    -0.3185    -1.1817
    2.3700    -0.5757     0.3429    -0.2992    -1.1920
    2.3800    -0.5786     0.3309    -0.2796    -1.2021
    2.3900    -0.5813     0.3189    -0.2596    -1.2120
    2.4000    -0.5838     0.3067    -0.2392    -1.2216
    2.4100    -0.5861     0.2944    -0.2184    -1.2309
    2.4200    -0.5882     0.2821    -0.1972    -1.2400
    2.4300    -0.5901     0.2696    -0.1756    -1.2488
    2.4400    -0.5917     0.2571    -0.1536    -1.2572
    2.4500    -0.5931     0.2445    -0.1312    -1.2654
    2.4600    -0.5943     0.2318    -0.1084    -1.2732
    2.4700    -0.5953     0.2190    -0.0852    -1.2807
    2.4800    -0.5960     0.2062    -0.0615    -1.2878
    2.4900    -0.5965     0.1933    -0.0375    -1.2946
    2.5000    -0.5968     0.1803    -0.0131    -1.3009
    2.5100    -0.5968     0.1673     0.0118    -1.3069
    2.5200    -0.5965     0.1542     0.0371    -1.3124
    2.5300    -0.5960     0.1410     0.0628    -1.3174
    2.5400    -0.5953     0.1278     0.0889    -1.3220
    2.5500    -0.5943     0.1146     0.1154    -1.3261
    2.5600    -0.5930     0.1013     0.1423    -1.3297
    2.5700    -0.5914     0.0880     0.1696    -1.3327
    2.5800    -0.5896     0.0747     0.1973    -1.3352
    2.5900    -0.5875     0.0613     0.2254    -1.3372
    2.6000    -0.5851     0.0479     0.2539    -1.3385
    2.6100    -0.5824     0.0345     0.2827    -1.3392
    2.6200    -0.5794     0.0211     0.3120    -1.3393
    2.6300    -0.5761     0.0077     0.3416    -1.3387
    2.6400    -0.5726    -0.0056     0.3715    -1.3374
    2.6500    -0.5687    -0.0190     0.4019    -1.3354
    2.6600    -0.5645    -0.0323     0.4325    -1.3327
    2.6700    -0.5601    -0.0457     0.4635    -1.3292
    2.6800    -0.5553    -0.0589     0.4947    -1.3249
    2.6900    -0.5502    -0.0721     0.5263    -1.3198
    2.7000    -0.5447    -0.0853     0.5581    -1.3138
    2.7100    -0.5390    -0.0984     0.5902    -1.3069
    2.7200    -0.5329    -0.1114     0.6225    -1.2992
    2.7300    -0.5265    -0.1244     0.6550    -1.2905
    2.7400    -0.5198    -0.1373     0.6877    -1.2809
    2.7500    -0.5128    -0.1500     0.7205    -1.2703
    2.7600    -0.5054    -0.1627     0.7535    -1.2587
    2.7700    -0.4977    -0.1752     0.7866    -1.2460
    2.7800    -0.4897    -0.1876     0.8197    -1.2323
    2.7900    -0.4813    -0.1998     0.8529    -1.2175
    2.8000    -0.4726    -0.2119     0.8860    -1.2016
    2.8100    -0.4636    -0.2238     0.9191    -1.1846
    2.8200    -0.4542    -0.2356     0.9521    -1.1664
    2.8300    -0.4446    -0.2472     0.9850    -1.1471
    2.8400    -0.4345    -0.2585     1.0177    -1.1265
    2.8500    -0.4242    -0.2697     1.0502    -1.1048
    2.8600    -0.4135    -0.2806     1.0824    -1.0819
    2.8700    -0.4026    -0.2913     1.1143    -1.0577
    2.8800    -0.3913    -0.3018     1.1458    -1.0322
    2.8900    -0.3796    -0.3120     1.1769    -1.0056
    2.9000    -0.3677    -0.3219     1.2075    -0.9776
    2.9100    -0.3555    -0.3315     1.2375    -0.9484
    2.9200    -0.3430    -0.3408     1.2669    -0.9180
    2.9300    -0.3302    -0.3499     1.2956    -0.8863
    2.9400    -0.3171    -0.3586     1.3236    -0.8533
    2.9500    -0.3037    -0.3669     1.3508    -0.8192
    2.9600    -0.2901    -0.3749     1.3771    -0.7838
    2.9700    -0.2762    -0.3826     1.4025    -0.7472
    2.9800    -0.2620    -0.3899     1.4269    -0.7094
    2.9900    -0.2476    -0.3968     1.4502    -0.6705
    3.0000    -0.2330    -0.4033     1.4724    -0.6305
    3.0100    -0.2182    -0.4094     1.4934    -0.5894
    3.0200    -0.2032    -0.4151     1.5131    -0.5473
    3.0300    -0.1879    -0.4203     1.5315    -0.5042
    3.0400    -0.1725    -0.4251     1.5486    -0.4602
    3.0500    -0.1570    -0.4295     1.5642    -0.4152
    3.0600    -0.1413    -0.4334     1.5783    -0.3695
    3.0700    -0.1254    -0.4369     1.5908    -0.3230
    3.0800    -0.1094    -0.4399     1.6018    -0.2758
    3.0900    -0.0934    -0.4424     1.6111    -0.2280
    3.1000    -0.0772    -0.4445     1.6187    -0.1796
    3.1100    -0.0610    -0.4460     1.6247    -0.1308
    3.1200    -0.0447    -0.4471     1.6289    -0.0816
