1     0.111111
2     0.333333
3     1
4     0.333333
5     0.111111
6     0.0526316
7     0.030303
8     0.0196078
9     0.0136986
10     0.010101


0.5     0.111111
1     0.181818
1.5     0.333333
2     0.666667
2.5     1
3     0.666667
3.5     0.333333
4     0.181818
4.5     0.111111
5     0.0740741
5.5     0.0526316
6     0.0392157
6.5     0.030303
7     0.0240964
7.5     0.0196078
8     0.0162602
8.5     0.0136986
9     0.0116959
9.5     0.010101
10     0.00881057


0.25     0.0898876
0.5     0.111111
0.75     0.140351
1     0.181818
1.25     0.242424
1.5     0.333333
1.75     0.470588
2     0.666667
2.25     0.888889
2.5     1
2.75     0.888889
3     0.666667
3.25     0.470588
3.5     0.333333
3.75     0.242424
4     0.181818
4.25     0.140351
4.5     0.111111
4.75     0.0898876
5     0.0740741
5.25     0.0620155
5.5     0.0526316
5.75     0.0451977
6     0.0392157
6.25     0.0343348
6.5     0.030303
6.75     0.026936
7     0.0240964
7.25     0.0216802
7.5     0.0196078
7.75     0.0178174
8     0.0162602
8.25     0.0148976
8.5     0.0136986
8.75     0.0126382
9     0.0116959
9.25     0.0108548
9.5     0.010101
9.75     0.00942285
10     0.00881057
