         0.2447          0.0178
         0.2828          0.0034
         0.3208         -0.0100
         0.3588         -0.0226
         0.3969         -0.0344
         0.4349         -0.0453
         0.4730         -0.0553
         0.5110         -0.0646
         0.5491         -0.0731
         0.5871         -0.0808
         0.6251         -0.0878
         0.6632         -0.0940
         0.7012         -0.0995
         0.7393         -0.1044
         0.7773         -0.1085
         0.8154         -0.1120
         0.8534         -0.1148
         0.8914         -0.1170
         0.9295         -0.1186
         0.9675         -0.1196
         1.0056         -0.1200
         1.0436         -0.1199
         1.0816         -0.1192
         1.1197         -0.1180
         1.1577         -0.1162
         1.1958         -0.1140
         1.2338         -0.1113
         1.2719         -0.1080
         1.3099         -0.1044
         1.3479         -0.1003
         1.3860         -0.0957
         1.4240         -0.0908
         1.4621         -0.0855
         1.5001         -0.0797
         1.5382         -0.0736
         1.5762         -0.0672
         1.6142         -0.0604
         1.6523         -0.0533
         1.6903         -0.0458
         1.7284         -0.0381
         1.7664         -0.0300
         1.8044         -0.0217
         1.8425         -0.0132
         1.8805         -0.0043
         1.9186          0.0047
         1.9566          0.0140
         1.9947          0.0235
         2.0327          0.0332
         2.0707          0.0431
         2.1088          0.0532
         2.1468          0.0634
         2.1849          0.0738
         2.2229          0.0843
         2.2610          0.0950
         2.2990          0.1058
         2.3370          0.1167
         2.3751          0.1276
         2.4131          0.1387
         2.4512          0.1499
         2.4892          0.1611
         2.5273          0.1724
         2.5653          0.1837
         2.6033          0.1951
         2.6414          0.2065
         2.6794          0.2179
         2.7175          0.2293
         2.7555          0.2408
         2.7935          0.2522
         2.8316          0.2636
         2.8696          0.2750
         2.9077          0.2863
         2.9457          0.2976
         2.9838          0.3088
         3.0218          0.3200
         3.0598          0.3311
         3.0979          0.3422
         3.1359          0.3531
         3.1740          0.3640
         3.2120          0.3747
         3.2501          0.3854
         3.2881          0.3959
         3.3261          0.4063
         3.3642          0.4166
         3.4022          0.4268
         3.4403          0.4368
         3.4783          0.4467
         3.5164          0.4564
         3.5544          0.4660
         3.5924          0.4754
         3.6305          0.4846
         3.6685          0.4936
         3.7066          0.5025
         3.7446          0.5112
         3.7826          0.5197
         3.8207          0.5280
         3.8587          0.5361
         3.8968          0.5439
         3.9348          0.5516
         3.9729          0.5591
         4.0109          0.5663
         4.0489          0.5733
         4.0870          0.5801
         4.1250          0.5866
         4.1631          0.5929
         4.2011          0.5990
         4.2392          0.6048
         4.2772          0.6104
         4.3152          0.6158
         4.3533          0.6209
         4.3913          0.6257
         4.4294          0.6303
         4.4674          0.6346
         4.5054          0.6386
         4.5435          0.6424
         4.5815          0.6459
         4.6196          0.6492
         4.6576          0.6522
         4.6957          0.6549
         4.7337          0.6573
         4.7717          0.6595
         4.8098          0.6614
         4.8478          0.6630
         4.8859          0.6643
         4.9239          0.6654
         4.9620          0.6662
         5.0000          0.6667
         5.0380          0.6669
         5.0761          0.6668
         5.1141          0.6665
         5.1522          0.6659
         5.1902          0.6650
         5.2283          0.6638
         5.2663          0.6624
         5.3043          0.6607
         5.3424          0.6587
         5.3804          0.6564
         5.4185          0.6539
         5.4565          0.6511
         5.4945          0.6480
         5.5326          0.6447
         5.5706          0.6411
         5.6087          0.6372
         5.6467          0.6330
         5.6848          0.6287
         5.7228          0.6240
         5.7608          0.6191
         5.7989          0.6139
         5.8369          0.6085
         5.8750          0.6029
         5.9130          0.5970
         5.9511          0.5909
         5.9891          0.5845
         6.0271          0.5779
         6.0652          0.5711
         6.1032          0.5641
         6.1413          0.5568
         6.1793          0.5493
         6.2174          0.5416
         6.2554          0.5338
         6.2934          0.5257
         6.3315          0.5174
         6.3695          0.5089
         6.4076          0.5002
         6.4456          0.4914
         6.4836          0.4824
         6.5217          0.4732
         6.5597          0.4638
         6.5978          0.4543
         6.6358          0.4447
         6.6739          0.4349
         6.7119          0.4249
         6.7499          0.4148
         6.7880          0.4046
         6.8260          0.3943
         6.8641          0.3839
         6.9021          0.3734
         6.9402          0.3627
         6.9782          0.3520
         7.0162          0.3412
         7.0543          0.3304
         7.0923          0.3194
         7.1304          0.3084
         7.1684          0.2974
         7.2064          0.2863
         7.2445          0.2752
         7.2825          0.2640
         7.3206          0.2529
         7.3586          0.2417
         7.3967          0.2305
         7.4347          0.2194
         7.4727          0.2083
         7.5108          0.1972
         7.5488          0.1861
         7.5869          0.1751
         7.6249          0.1642
         7.6630          0.1533
         7.7010          0.1425
         7.7390          0.1318
         7.7771          0.1212
         7.8151          0.1107
         7.8532          0.1004
         7.8912          0.0902
         7.9293          0.0801
         7.9673          0.0702
         8.0053          0.0604
         8.0434          0.0508
         8.0814          0.0415
         8.1195          0.0323
         8.1575          0.0234
         8.1955          0.0146
         8.2336          0.0062
         8.2716         -0.0021
         8.3097         -0.0100
         8.3477         -0.0177
         8.3858         -0.0251
         8.4238         -0.0322
         8.4618         -0.0389
         8.4999         -0.0453
         8.5379         -0.0514
         8.5760         -0.0571
         8.6140         -0.0625
         8.6521         -0.0674
         8.6901         -0.0720
         8.7281         -0.0761
         8.7662         -0.0798
         8.8042         -0.0831
         8.8423         -0.0859
         8.8803         -0.0882
         8.9184         -0.0900
         8.9564         -0.0913
         8.9944         -0.0921
         9.0325         -0.0924
         9.0705         -0.0921
         9.1086         -0.0912
         9.1466         -0.0897
         9.1846         -0.0877
         9.2227         -0.0850
         9.2607         -0.0817
         9.2988         -0.0777
         9.3368         -0.0731
         9.3749         -0.0678
         9.4129         -0.0618
         9.4509         -0.0551
         9.4890         -0.0476
         9.5270         -0.0393
         9.5651         -0.0303
         9.6031         -0.0206
         9.6412         -0.0100
         9.6792          0.0015
         9.7172          0.0137
         9.7553          0.0269
