  0.999646   -0.282208    6.642641    2.539289    1.534023    0.606602
  0.878218   -0.423391    6.658713    2.466856    1.566250    0.574375
  0.756789   -0.566137    6.674784    2.392861    1.599023    0.541602
  0.635361   -0.710445    6.690856    2.317303    1.632344    0.508281
  0.513932   -0.856315    6.706927    2.240182    1.666211    0.474414
  0.392503   -1.003748    6.722999    2.161499    1.700625    0.440000
  0.271075   -1.152744    6.739070    2.081254    1.735586    0.405039
  0.149646   -1.303302    6.755141    1.999446    1.771094    0.369531
  0.028218   -1.455422    6.771213    1.916075    1.807148    0.333477
 -0.093211   -1.609105    6.787284    1.831142    1.843750    0.296875
 -0.214639   -1.764351    6.803356    1.744647    1.880898    0.259727
 -0.336068   -1.921159    6.819427    1.656589    1.918594    0.222031
 -0.457497   -2.079530    6.835499    1.566968    1.956836    0.183789
 -0.578925   -2.239463    6.851570    1.475785    1.995625    0.145000
 -0.700354   -2.400958    6.867641    1.383039    2.034961    0.105664
 -0.821782   -2.564016    6.883713    1.288731    2.074844    0.065781
 -0.943211   -2.728637    6.899784    1.192861    2.115273    0.025352
 -1.064639   -2.894820    6.915856    1.095428    2.156250   -0.015625
 -1.186068   -3.062565    6.931927    0.996432    2.197773   -0.057148
 -1.307497   -3.231873    6.947999    0.895874    2.239844   -0.099219
 -1.428925   -3.402744    6.964070    0.793754    2.282461   -0.141836
 -1.550354   -3.575177    6.980141    0.690071    2.325625   -0.185000
 -1.671782   -3.749172    6.996213    0.584825    2.369336   -0.228711
 -1.793211   -3.924730    7.012284    0.478017    2.413594   -0.272969
 -1.914639   -4.101851    7.028356    0.369647    2.458398   -0.317773
 -2.036068   -4.280534    7.044427    0.259714    2.503750   -0.363125
 -2.157497   -4.460780    7.060499    0.148218    2.549648   -0.409023
 -2.278925   -4.642588    7.076570    0.035160    2.596094   -0.455469
 -2.400354   -4.825958    7.092641   -0.079461    2.643086   -0.502461
 -2.521782   -5.010891    7.108713   -0.195644    2.690625   -0.550000
 -2.643211   -5.197387    7.124784   -0.313389    2.738711   -0.598086
 -2.764639   -5.385445    7.140856   -0.432697    2.787344   -0.646719
 -2.886068   -5.575065    7.156927   -0.553568    2.836523   -0.695898
 -3.007497   -5.766248    7.172999   -0.676001    2.886250   -0.745625
 -3.128925   -5.958994    7.189070   -0.799996    2.936523   -0.795898
 -3.250354   -6.153302    7.205141   -0.925554    2.987344   -0.846719
 -3.371782   -6.349172    7.221213   -1.052675    3.038711   -0.898086
 -3.493211   -6.546605    7.237284   -1.181358    3.090625   -0.950000
 -3.614639   -6.745601    7.253356   -1.311603    3.143086   -1.002461
 -3.736068   -6.946159    7.269427   -1.443411    3.196094   -1.055469
 -3.857497   -7.148280    7.285499   -1.576782    3.249648   -1.109023
 -3.978925   -7.351963    7.301570   -1.711715    3.303750   -1.163125
 -4.100354   -7.557208    7.317641   -1.848211    3.358398   -1.217773
 -4.221782   -7.764016    7.333713   -1.986269    3.413594   -1.272969
 -4.343211   -7.972387    7.349784   -2.125889    3.469336   -1.328711
 -4.464639   -8.182320    7.365856   -2.267072    3.525625   -1.385000
 -4.586068   -8.393815    7.381927   -2.409818    3.582461   -1.441836
 -4.707497   -8.606873    7.397999   -2.554126    3.639844   -1.499219
 -4.828925   -8.821494    7.414070   -2.699996    3.697773   -1.557148
 -4.950354   -9.037677    7.430141   -2.847429    3.756250   -1.615625
 -5.071782   -9.255422    7.446213   -2.996425    3.815273   -1.674648
 -5.193211   -9.474730    7.462284   -3.146983    3.874844   -1.734219
 -5.314639   -9.695601    7.478356   -3.299103    3.934961   -1.794336
 -5.436068   -9.918034    7.494427   -3.452786    3.995625   -1.855000
 -5.557497  -10.142030    7.510499   -3.608032    4.056836   -1.916211
 -5.678925  -10.367588    7.526570   -3.764840    4.118594   -1.977969
 -5.800354  -10.594708    7.542641   -3.923211    4.180898   -2.040273
 -5.921782  -10.823391    7.558713   -4.083144    4.243750   -2.103125
 -6.043211  -11.053637    7.574784   -4.244639    4.307148   -2.166523
 -6.164639  -11.285445    7.590856   -4.407697    4.371094   -2.230469
 -6.286068  -11.518815    7.606927   -4.572318    4.435586   -2.294961
