  0.000000 -164.353401   0.000000
  0.006366  86.392048  44.890068
  0.012732  -3.042599  33.894390
  0.019099  37.655963 -12.907888
  0.025465 -41.881539 -66.843687
  0.031831  45.938012 174.180778
  0.038197 -74.191464   2.498840
  0.044563 -97.087974  14.987483
  0.050930 -33.345010  31.999075
  0.057296 115.900472  71.544794
  0.063662  15.009358 -36.616243
  0.070028 114.257016  -8.783004
  0.076394  87.926901 -104.637489
  0.082761  23.264420  56.030566
  0.089127 -150.090931 -189.216927
  0.095493  93.522980 -114.909503
  0.101859  44.761804 -197.806299
  0.108225 150.420992 -227.651190
  0.114592 -351.360206 -148.548337
  0.120958 -316.318215  -0.170078
  0.127324 -266.021323 -55.199973
  0.133690 163.368066 -378.944641
  0.140056 384.506443 151.661199
  0.146423 106.676413 -988.189330
  0.152789 189.263364 -574.609500
  0.159155 665.644412 1296.528347
  0.165521  86.056736 1272.446712
  0.171887  93.376204 -13.541911
  0.178254 328.449426 284.289855
  0.184620 -375.463736 -281.317758
  0.190986 -41.091508  63.097577
  0.197352  83.487023  23.568066
  0.203718  -8.301244 134.146422
  0.210085 140.801904  58.803030
  0.216451 -139.651078  99.835388
  0.222817 -34.848116 231.104449
  0.229183 -36.656040  19.126457
  0.235549   9.624131 -19.654900
  0.241916  22.434370 -77.018058
  0.248282 -42.129437  84.511625
  0.254648  -9.124805  -5.174230
  0.261014  44.800674 -10.832363
  0.267380  25.705217  21.716206
  0.273747 -25.622601  -6.487049
  0.280113  87.419228  99.262633
  0.286479 -27.255921 -81.562649
  0.292845   0.557383   8.767659
  0.299211 -31.146735  46.951934
  0.305577  -7.123955  39.352579
  0.311944  -9.955462  19.367812
  0.318310 -46.075793 -10.947534
  0.324676  -3.890175  17.184831
  0.331042 -54.988527  25.863106
  0.337408  39.453335  -5.854537
  0.343775  -0.981391  43.837748
  0.350141 -11.191033  -1.004654
  0.356507  -5.221134  30.983712
  0.362873  -3.682451 -12.474862
  0.369239  11.528920  28.178498
  0.375606 -30.452106  20.311527
  0.381972 -10.014562  48.399785
  0.388338  13.535514  19.409772
  0.394704  -6.570369  32.079209
  0.401070  -1.323477  17.254003
  0.407437 -10.093285  34.427702
  0.413803 -23.767367  15.238367
  0.420169 -26.743156   8.125935
  0.426535  -0.298997  14.235234
  0.432901 -16.915352   8.738625
  0.439268  10.413830  29.039328
  0.445634   5.228738  35.992696
  0.452000   4.313534  17.852100
  0.458366   1.326331  37.547689
  0.464732   9.171548  -0.429117
  0.471099  -1.161796  41.998892
  0.477465  -2.373346  11.715912
  0.483831  -9.668456  35.881697
  0.490197 -11.149760  26.718016
  0.496563   1.187434  11.103721
  0.502930  -4.644833  19.337404
  0.509296   2.830541  36.590679
  0.515662  -4.861339   5.139520
  0.522028  -1.545026   9.061528
  0.528394  15.460806  13.452162
  0.534761  10.244068  24.405758
  0.541127   1.242959   8.593319
  0.547493  13.063571  26.077110
  0.553859   1.943479   8.617526
  0.560225  10.054273  14.112915
  0.566592   4.553659  16.374831
  0.572958   3.773536   8.477082
  0.579324  -3.991708   1.483282
  0.585690  -0.428238   9.410516
  0.592056 -10.262076  20.336406
  0.598423  -2.388573   9.400726
  0.604789  -6.141966  16.984331
  0.611155  -4.886495  12.161592
  0.617521  -6.191403  22.099546
  0.623887  -0.858516   5.355893
  0.630254   6.865082  12.280129
  0.636620  -8.892369  13.251762
  0.642986   0.592027   9.508526
  0.649352   7.326307   8.037284
  0.655718   4.814105   6.468123
  0.662085 -10.073023  12.545161
  0.668451  -8.739064  13.299262
  0.674817   2.568898   6.291514
  0.681183   0.224895   3.937891
  0.687549  10.543150  11.679127
  0.693916  -2.909482  11.296783
  0.700282  -0.218623   5.180749
  0.706648  -1.150243  12.344459
  0.713014  -2.581951   9.829724
  0.719380  -4.099740  18.978607
  0.725747   0.791048   4.616901
  0.732113   5.323155  13.162135
  0.738479  -1.668772   5.909437
  0.744845   9.813472   8.387210
  0.751211   2.508640  19.191425
  0.757578  -1.724050  14.780601
  0.763944   5.279953   6.730422
  0.770310  -4.221132   6.639636
  0.776676   5.057488   7.259151
  0.783042  -1.446913   9.903903
  0.789409  -3.183479   4.584272
  0.795775   3.262814  15.728135
  0.802141   4.067334   9.025442
  0.808507   6.445935   6.222905
  0.814873   4.737157   9.499869
  0.821240   3.385005  11.361382
  0.827606  -3.689126   5.085221
  0.833972  -0.921923  15.673964
  0.840338  -1.060776   7.935095
  0.846704  -2.801308   8.754012
  0.853070  -0.445219   5.612153
  0.859437  -0.231154   6.095954
  0.865803  -1.351877  12.417632
  0.872169   5.384357   2.864519
  0.878535   0.516475   3.412656
  0.884901  -4.719608  13.845725
  0.891268   2.624604  13.116870
  0.897634   0.459840   8.197009
  0.904000   2.450937   8.475159
  0.910366   2.117315   9.231748
  0.916732  -0.074529   5.203440
  0.923099  -2.454457  10.370056
  0.929465   0.995044   8.276213
  0.935831  -1.486337  12.117407
  0.942197  -1.808051   9.317442
  0.948563   0.791800   3.916051
  0.954930  -3.338372  10.989421
  0.961296   1.245454   9.691822
  0.967662  -2.321503   6.986589
  0.974028  -2.776530   6.180641
  0.980394   1.805949   6.624321
  0.986761   3.692467   6.868417
  0.993127  -2.551830   5.952462
  0.999493  -0.064254   5.464537
  1.005859  -0.322565   6.001840
  1.012225  -0.725050   8.183697
  1.018592   1.505738   7.412537
  1.024958   0.982664   0.420107
  1.031324   0.265914   6.259122
  1.037690   3.044949   6.354822
  1.044056   0.662657   4.619625
  1.050423   2.771743   9.471071
  1.056789  -2.426208   6.898524
  1.063155   2.535879   8.069899
  1.069521   1.823768   6.309319
  1.075887   1.553313   7.568032
  1.082254   3.308213   8.318865
  1.088620   2.132191   5.880599
  1.094986  -1.363686   5.135615
  1.101352   0.161325   7.523212
  1.107718   2.212498   6.546725
  1.114085   2.886666   5.508828
  1.120451   0.424616   6.839732
  1.126817  -0.625555   6.346540
  1.133183   1.431304   4.164645
  1.139549  -0.235577   3.864417
  1.145916   3.096329   4.628923
  1.152282  -1.946944   8.848282
  1.158648  -0.729689   4.902802
  1.165014  -0.542426   3.257117
  1.171380  -1.542168   5.169690
  1.177747  -1.820354   5.411591
  1.184113   2.220504   5.082278
  1.190479   0.426926   5.818016
  1.196845   0.029934   5.699619
  1.203211   1.303984   7.405805
  1.209578   1.127010   7.475600
  1.215944   3.277327   1.915379
  1.222310   1.596426   5.855450
  1.228676  -1.023480   5.280327
  1.235042   1.754151   7.493113
  1.241409   1.405308   4.799369
  1.247775   2.648650   4.406003
  1.254141   0.129013   5.927338
  1.260507  -0.288153   4.238490
  1.266873   2.010775   4.826483
  1.273240   0.467794   5.113813
  1.279606  -1.528303   3.945958
  1.285972   2.780483   5.495873
  1.292338  -0.264307   5.614207
  1.298704   2.336800   4.746733
  1.305071   2.443019   2.831354
  1.311437  -0.067913   5.097092
  1.317803  -0.295795   6.453494
  1.324169  -0.105922   7.002172
  1.330535   0.092886   6.383811
  1.336902   2.283484   3.770228
  1.343268   1.125640   3.946257
  1.349634   1.364256   5.058995
  1.356000   1.397206   6.516420
  1.362366   0.490829   4.437262
  1.368733   0.609526   4.286365
  1.375099   1.332913   5.752519
  1.381465   0.999735   4.732133
  1.387831  -2.508333   3.826171
  1.394197   0.832201   6.374786
  1.400563   0.289977   4.973592
  1.406930   1.600905   4.687420
  1.413296  -0.108441   3.685756
  1.419662   1.555007   2.655797
  1.426028   0.307217   4.772629
  1.432394  -1.158247   2.873710
  1.438761  -0.443627   7.953005
  1.445127   0.915569   4.976232
  1.451493   2.312844   4.680803
  1.457859  -0.574063   4.074793
  1.464225   1.120409   3.649394
  1.470592  -0.245828   5.917032
  1.476958   2.030450   5.885180
  1.483324  -0.085849   3.833284
  1.489690  -1.369922   3.872895
  1.496056   1.102544   2.852024
  1.502423  -0.069294   3.672291
  1.508789  -0.013357   5.798956
  1.515155   2.312519   3.965632
  1.521521  -1.233722   3.722167
  1.527887   0.465931   4.471532
  1.534254   1.055069   4.180792
  1.540620   2.108989   3.061917
  1.546986   1.584279   4.446762
  1.553352  -0.362776   3.893945
  1.559718   0.513728   4.456515
  1.566085   2.924666   3.463427
